Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773635838,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,21,20,15000.0,15002.217017809522,13925.686666999998,15063.943415999998,8.904761904761905
1773635839,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,30,29,15000.0,15017.942918033335,13925.686666999998,15063.943415999998,6.233333333333333
1773635840,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635841,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635842,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635843,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635844,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635845,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635846,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635847,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635848,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635849,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635850,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635851,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635852,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,40,39,15000.0,15026.1366531,13925.686666999998,15063.943415999998,4.675
1773635853,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,41,40,15000.0,15026.79582112195,13925.686666999998,15063.943415999998,4.560975609756097
1773635854,20,,Aggregated,0.000000,0.000000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,50,49,15000.0,15030.098530840001,13925.686666999998,15063.943415999998,3.74
1773635855,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635856,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635857,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635858,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635859,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635860,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635861,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635862,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
1773635863,20,,Aggregated,0.100000,0.100000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,60,59,15000.0,15032.788769450002,13925.686666999998,15063.943415999998,3.1166666666666667
