Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/orders/async,3307,0,49,52.97251603235554,31.840875000000324,363.2397499999982,101.0,55.84665856720349,0.0,49,52,54,55,62,73,110,180,310,360,360
,Aggregated,3307,0,49,52.97251603235554,31.840875000000324,363.2397499999982,101.0,55.84665856720349,0.0,49,52,54,55,62,73,110,180,310,360,360
