Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/orders/sync,9,0,12000.0,10536.006291777778,3184.2391249999996,14688.560334,218.0,0.3301881545078643,0.0,12000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000
,Aggregated,9,0,12000.0,10536.006291777778,3184.2391249999996,14688.560334,218.0,0.3301881545078643,0.0,12000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000
